2.024010100000000000e+07,0.000000000000000000e+00
2.024010200000000000e+07,0.000000000000000000e+00
2.024010300000000000e+07,0.000000000000000000e+00
2.024010400000000000e+07,0.000000000000000000e+00
2.024010500000000000e+07,0.000000000000000000e+00
2.024010600000000000e+07,1.179999999999999938e+00
2.024010700000000000e+07,0.000000000000000000e+00
2.024010800000000000e+07,0.000000000000000000e+00
2.024010900000000000e+07,2.779999999999999805e+00
2.024011000000000000e+07,1.799999999999999933e-01
2.024011100000000000e+07,0.000000000000000000e+00
2.024011200000000000e+07,6.800000000000000488e-01
2.024011300000000000e+07,2.000000000000000042e-02
2.024011400000000000e+07,0.000000000000000000e+00
2.024011500000000000e+07,0.000000000000000000e+00
2.024011600000000000e+07,1.199999999999999956e-01
2.024011700000000000e+07,4.000000000000000083e-02
2.024011800000000000e+07,8.999999999999999667e-02
2.024011900000000000e+07,2.000000000000000042e-02
2.024012000000000000e+07,0.000000000000000000e+00
2.024012100000000000e+07,0.000000000000000000e+00
2.024012200000000000e+07,0.000000000000000000e+00
2.024012300000000000e+07,0.000000000000000000e+00
2.024012400000000000e+07,0.000000000000000000e+00
2.024012500000000000e+07,2.000000000000000042e-02
2.024012600000000000e+07,0.000000000000000000e+00
2.024012700000000000e+07,5.300000000000000266e-01
2.024012800000000000e+07,9.399999999999999467e-01
2.024012900000000000e+07,1.000000000000000021e-02
2.024013000000000000e+07,0.000000000000000000e+00
2.024013100000000000e+07,0.000000000000000000e+00
